ID,Jugador,Equipo,Posicion,Edad,Partidos,Goles,Asistencias,ValorMercado
2036,Andres Ramirez,Bayern Munich,Portero,19,34,0,2,146926511
2037,Diego Perez,Liverpool,Delantero,36,13,37,14,1363921
2038,Diego Silva,PSG,Delantero,40,7,23,7,199456869
2039,Luis Perez,Arsenal,Defensa,29,22,6,0,80947428
2040,Javier Garcia,PSG,Defensa,21,6,5,10,93344622
2041,Eduardo Diaz,Chelsea,Portero,34,27,0,3,82364305
2042,Andres Diaz,Milan,Portero,27,36,0,1,166036127
2043,Miguel Silva,Real Madrid,Delantero,37,37,1,13,130937091
2044,Ricardo Garcia,PSG,Mediocampista,31,31,15,13,197668372
2045,Javier Ramirez,Real Madrid,Delantero,23,16,13,15,40584270
2046,Eduardo Lopez,Real Madrid,Defensa,23,9,5,1,161271290
2047,Juan Ruiz,Milan,Mediocampista,37,36,7,5,94591633
2048,Javier Ramirez,Liverpool,Defensa,18,20,2,3,76849072
2049,Ricardo Garcia,Juventus,Defensa,32,17,8,3,122135673
2050,Luis Diaz,Chelsea,Mediocampista,21,27,14,23,74391290
2051,Carlos Ramirez,Manchester City,Mediocampista,40,24,13,16,72001698
2052,Juan Hernandez,PSG,Mediocampista,37,15,11,8,73012682
2053,Eduardo Silva,Arsenal,Portero,26,8,0,1,175713293
2054,Miguel Perez,Juventus,Delantero,18,11,38,0,166450113
2055,Eduardo Silva,Arsenal,Defensa,25,12,8,6,67937081
2056,Luis Ramirez,Barcelona,Delantero,31,34,39,13,145834586
2057,Juan Lopez,Manchester City,Portero,23,13,0,1,16994875
2058,Ricardo Ruiz,PSG,Portero,35,6,0,0,136519403
2059,Luis Torres,Manchester City,Defensa,19,9,2,6,153517196
2060,Eduardo Perez,Juventus,Portero,29,37,0,3,122723336
2061,Luis Flores,Arsenal,Delantero,37,11,27,10,51302472
2062,Eduardo Diaz,Milan,Defensa,38,20,3,1,104887595
2063,Miguel Hernandez,Manchester City,Mediocampista,32,33,3,3,165386404
2064,Javier Garcia,Arsenal,Portero,20,10,0,3,43066002
2065,Ricardo Flores,Real Madrid,Defensa,27,15,2,10,89774631
2066,Miguel Ramirez,Chelsea,Mediocampista,19,13,9,8,63396150
2067,Juan Ruiz,Liverpool,Defensa,22,33,8,2,172821024
2068,Eduardo Garcia,Real Madrid,Delantero,25,6,25,7,28243308
2069,Diego Diaz,Barcelona,Mediocampista,35,25,6,21,100694145
2070,Javier Garcia,Arsenal,Delantero,39,25,2,6,30444791
2071,Miguel Garcia,Liverpool,Portero,39,14,0,0,8263777
2072,Luis Diaz,Real Madrid,Delantero,24,11,13,8,190598062
2073,Luis Hernandez,Manchester City,Defensa,31,19,6,4,134414970
2074,Ricardo Hernandez,Real Madrid,Portero,20,35,0,0,48676337
2075,Fernando Torres,Bayern Munich,Delantero,37,26,17,18,9206453
2076,Carlos Perez,Liverpool,Delantero,28,35,9,12,157469642
2077,Diego Ruiz,Real Madrid,Portero,26,28,0,3,194113833
2078,Diego Flores,Real Madrid,Portero,36,11,0,0,100501039
2079,Miguel Diaz,Bayern Munich,Defensa,40,12,1,6,127047783
2080,Eduardo Ramirez,Real Madrid,Portero,19,10,0,3,60665555
2081,Carlos Flores,Arsenal,Delantero,28,31,22,8,86855295
2082,Diego Ramirez,Milan,Delantero,29,23,31,4,174129959
2083,Diego Garcia,Milan,Mediocampista,27,14,15,1,83260470
2084,Fernando Ramirez,Barcelona,Mediocampista,24,12,7,1,91448523
2085,Juan Ramirez,Liverpool,Mediocampista,36,37,13,15,117385241
2086,Andres Garcia,Liverpool,Delantero,37,34,17,19,10072536
2087,Javier Flores,PSG,Mediocampista,25,5,1,9,183318857
2088,Diego Lopez,Barcelona,Portero,30,29,0,2,79625144
2089,Javier Diaz,Milan,Portero,31,17,0,2,23489408
2090,Juan Garcia,Bayern Munich,Portero,21,27,0,2,75728940
2091,Miguel Lopez,Arsenal,Delantero,20,10,23,6,138043577
2092,Miguel Lopez,Bayern Munich,Portero,18,12,0,0,152902381
2093,Andres Hernandez,PSG,Mediocampista,40,35,7,2,52792091
2094,Eduardo Perez,PSG,Mediocampista,33,12,8,4,187469239
2095,Juan Hernandez,Milan,Delantero,32,25,4,6,145102958
2096,Miguel Flores,Barcelona,Defensa,39,23,1,0,119146497
2097,Diego Diaz,Juventus,Defensa,23,16,6,2,111718930
2098,Ricardo Garcia,PSG,Portero,18,10,0,1,131438085
2099,Andres Silva,Manchester City,Mediocampista,38,37,10,12,180454771
2100,Javier Ruiz,Manchester City,Mediocampista,18,12,7,2,34419195
2101,Ricardo Ramirez,Manchester City,Delantero,25,22,18,15,3531982
2102,Andres Lopez,Arsenal,Mediocampista,18,18,1,18,173710887
2103,Miguel Flores,Manchester City,Defensa,37,25,5,8,105265056
2104,Carlos Flores,Real Madrid,Mediocampista,39,21,10,23,103112884
2105,Diego Garcia,Chelsea,Delantero,29,6,25,2,100705028
2106,Eduardo Perez,Chelsea,Portero,34,14,0,3,180497619
2107,Diego Silva,Juventus,Mediocampista,25,33,0,6,10258706
2108,Luis Ramirez,Juventus,Delantero,36,34,22,3,87935346
2109,Fernando Flores,Bayern Munich,Mediocampista,23,24,6,2,157771072
2110,Juan Torres,Bayern Munich,Mediocampista,27,31,5,14,30708348
2111,Fernando Flores,Chelsea,Defensa,31,13,7,6,11994509
2112,Juan Perez,Bayern Munich,Mediocampista,26,32,6,18,176552642
2113,Ricardo Garcia,Arsenal,Delantero,31,6,6,1,183030123
2114,Luis Ruiz,Juventus,Delantero,22,22,39,13,122150366
2115,Fernando Garcia,Chelsea,Mediocampista,27,22,10,15,9918379
2116,Fernando Ruiz,Real Madrid,Defensa,38,15,7,5,103369640
2117,Eduardo Ruiz,Real Madrid,Mediocampista,31,24,4,19,49277167
2118,Luis Perez,PSG,Defensa,19,5,8,8,144487490
2119,Miguel Torres,Liverpool,Portero,26,21,0,3,97147152
2120,Fernando Ramirez,Chelsea,Delantero,37,37,3,15,26304549
2121,Diego Diaz,Manchester City,Mediocampista,25,10,13,10,91991489
2122,Carlos Diaz,Liverpool,Defensa,29,37,4,7,136994185
2123,Juan Torres,Milan,Portero,39,27,0,3,38365625
2124,Miguel Hernandez,Arsenal,Delantero,39,24,24,11,115732151
2125,Ricardo Ruiz,Real Madrid,Mediocampista,22,10,8,7,167962871
2126,Miguel Flores,Juventus,Defensa,31,20,1,8,180264523
2127,Fernando Flores,PSG,Delantero,22,29,32,15,59502675
2128,Fernando Ramirez,Manchester City,Defensa,28,20,7,3,62771872
2129,Juan Ramirez,Milan,Portero,24,19,0,3,21582403
2130,Eduardo Perez,Liverpool,Portero,38,27,0,2,42241054
2131,Diego Ramirez,Manchester City,Portero,26,37,0,1,80321476
2132,Juan Flores,Bayern Munich,Defensa,20,20,4,1,77687593
2133,Diego Diaz,Manchester City,Defensa,39,38,0,5,75987612
2134,Fernando Lopez,Manchester City,Delantero,18,32,4,11,160497003
2135,Diego Garcia,Barcelona,Mediocampista,18,32,7,14,197157629
2136,Diego Torres,Juventus,Defensa,29,7,1,1,51132193
2137,Miguel Garcia,Real Madrid,Defensa,19,20,7,3,112168182
2138,Javier Hernandez,Barcelona,Mediocampista,33,28,15,18,189898053
2139,Andres Torres,Arsenal,Portero,38,37,0,3,114037963
2140,Ricardo Ramirez,Real Madrid,Mediocampista,26,30,11,12,98855026
2141,Javier Perez,Arsenal,Delantero,37,37,8,3,186350854
2142,Fernando Hernandez,Real Madrid,Portero,32,30,0,0,82807765
2143,Ricardo Hernandez,Manchester City,Portero,28,18,0,1,194004506
2144,Miguel Flores,Arsenal,Defensa,36,23,6,2,181402570
2145,Fernando Lopez,Chelsea,Defensa,24,34,8,8,74582092
2146,Luis Perez,Milan,Portero,31,26,0,1,186297726
2147,Javier Flores,Barcelona,Mediocampista,26,23,15,8,191194181
2148,Ricardo Hernandez,Real Madrid,Defensa,25,28,4,10,5606231
2149,Luis Perez,PSG,Mediocampista,23,19,4,25,32633849
2150,Ricardo Hernandez,Barcelona,Mediocampista,22,15,14,25,53947476
2151,Carlos Lopez,Arsenal,Mediocampista,21,18,14,10,193346738
2152,Andres Perez,Arsenal,Defensa,22,17,3,2,61437642
2153,Fernando Garcia,Liverpool,Delantero,31,14,14,7,12075724
2154,Javier Silva,PSG,Mediocampista,38,32,14,14,123749241
2155,Andres Flores,Juventus,Defensa,23,35,7,10,82224504
2156,Andres Torres,Real Madrid,Delantero,38,12,16,5,122803001
2157,Diego Ruiz,Milan,Mediocampista,21,18,13,16,79824676
2158,Carlos Perez,Manchester City,Defensa,29,20,3,5,136820882
2159,Miguel Silva,Real Madrid,Portero,39,24,0,1,171288573
2160,Andres Lopez,PSG,Delantero,22,14,6,19,41989628
2161,Fernando Lopez,Milan,Portero,32,13,0,3,85788048
2162,Juan Ruiz,PSG,Defensa,32,8,8,4,168854539
2163,Eduardo Hernandez,Manchester City,Portero,30,14,0,1,78418904
2164,Carlos Garcia,Juventus,Mediocampista,20,29,13,17,133053756
2165,Diego Diaz,Liverpool,Delantero,31,14,31,10,166376720
2166,Carlos Diaz,Juventus,Defensa,34,12,8,9,7871304
2167,Ricardo Flores,PSG,Portero,23,9,0,3,39942057
2168,Juan Lopez,Liverpool,Mediocampista,31,26,12,0,34964906
2169,Miguel Ramirez,Liverpool,Portero,18,32,0,2,190008071
2170,Javier Torres,Bayern Munich,Delantero,23,6,27,13,59148451
2171,Diego Diaz,Bayern Munich,Defensa,36,11,0,2,1759864
2172,Luis Perez,Liverpool,Defensa,33,14,6,9,195135647
2173,Ricardo Hernandez,PSG,Mediocampista,26,20,7,13,102681675
2174,Diego Lopez,Bayern Munich,Delantero,35,21,2,20,49185327
2175,Andres Torres,Manchester City,Mediocampista,33,6,4,9,31142570
2176,Fernando Hernandez,Juventus,Portero,29,26,0,2,135425907
2177,Carlos Ruiz,Chelsea,Portero,26,6,0,1,123734762
2178,Eduardo Perez,PSG,Delantero,33,33,39,13,26476198
2179,Miguel Ramirez,Liverpool,Portero,24,34,0,3,29049517
2180,Ricardo Hernandez,Chelsea,Mediocampista,18,16,6,7,129257590
2181,Miguel Ramirez,Bayern Munich,Mediocampista,19,9,15,12,186804252
2182,Ricardo Torres,Manchester City,Delantero,39,32,7,6,193159823
2183,Javier Flores,Liverpool,Portero,38,12,0,2,43475039
2184,Juan Flores,Real Madrid,Defensa,25,36,3,1,148529623
2185,Miguel Silva,Barcelona,Delantero,20,24,22,8,174670248
2186,Luis Hernandez,Chelsea,Mediocampista,30,37,12,25,196911874
2187,Ricardo Perez,Real Madrid,Defensa,39,16,2,9,117161438
2188,Diego Hernandez,Chelsea,Portero,32,12,0,0,39915996
2189,Diego Flores,Juventus,Defensa,35,15,2,7,143835818
2190,Carlos Diaz,Bayern Munich,Delantero,34,28,13,1,182103895
2191,Ricardo Ramirez,Bayern Munich,Defensa,36,22,2,6,160432999
2192,Eduardo Lopez,Bayern Munich,Portero,24,10,0,0,20121531
2193,Miguel Flores,Juventus,Portero,36,28,0,0,182484990
2194,Miguel Silva,Liverpool,Defensa,24,25,5,1,30074960
2195,Diego Silva,Milan,Defensa,26,6,1,2,130606152
2196,Carlos Ramirez,PSG,Defensa,36,15,0,10,56999836
2197,Eduardo Garcia,Juventus,Mediocampista,27,5,13,16,72448478
2198,Juan Flores,Liverpool,Defensa,33,26,7,6,30423855
2199,Luis Flores,Juventus,Delantero,36,11,9,12,50997497
2200,Eduardo Diaz,Manchester City,Delantero,36,22,11,2,161475888
2201,Miguel Garcia,Barcelona,Defensa,22,15,8,0,88570281
2202,Ricardo Torres,Juventus,Portero,27,13,0,1,104137066
2203,Juan Lopez,PSG,Delantero,36,12,5,8,86891151
2204,Miguel Flores,Manchester City,Portero,25,5,0,3,183038219
2205,Ricardo Ramirez,Manchester City,Mediocampista,39,27,5,3,176987031
2206,Ricardo Diaz,Manchester City,Defensa,35,17,6,2,37138768
2207,Carlos Ramirez,Manchester City,Portero,36,31,0,2,175256357
2208,Javier Ramirez,Real Madrid,Mediocampista,24,14,11,21,97897743
2209,Diego Lopez,Milan,Delantero,39,13,11,8,60604064
2210,Luis Flores,Barcelona,Mediocampista,21,7,7,2,176937418
2211,Miguel Ruiz,Barcelona,Defensa,40,7,2,0,104083898
2212,Fernando Torres,Bayern Munich,Delantero,26,33,7,16,157213259
2213,Juan Torres,Real Madrid,Defensa,20,34,3,2,48558835
2214,Andres Ramirez,Manchester City,Mediocampista,38,20,15,25,155878250
2215,Carlos Ruiz,Arsenal,Portero,26,27,0,2,58337696
2216,Juan Flores,PSG,Mediocampista,37,37,14,24,127195963
2217,Javier Ramirez,Bayern Munich,Defensa,26,18,1,9,88927234
2218,Juan Perez,Real Madrid,Mediocampista,31,9,0,23,54574698
2219,Carlos Flores,PSG,Portero,31,33,0,1,188947951
2220,Carlos Torres,Barcelona,Delantero,38,24,38,9,15877069
2221,Eduardo Flores,Bayern Munich,Mediocampista,30,22,1,7,12349774
2222,Fernando Ramirez,PSG,Portero,34,17,0,1,137245585
2223,Andres Ramirez,Arsenal,Delantero,22,18,35,20,64785988
2224,Miguel Ruiz,Arsenal,Defensa,38,28,1,10,94261513
2225,Fernando Torres,Milan,Portero,25,24,0,0,86508971
2226,Luis Hernandez,Bayern Munich,Portero,31,32,0,3,32580581
2227,Javier Ruiz,Manchester City,Mediocampista,20,30,9,0,60923279
2228,Juan Ruiz,PSG,Portero,38,26,0,2,67596517
2229,Ricardo Flores,Bayern Munich,Mediocampista,33,27,8,20,85399087
2230,Fernando Ruiz,Milan,Delantero,26,31,10,9,78931289
2231,Juan Hernandez,Milan,Mediocampista,39,32,5,7,145354413
2232,Javier Hernandez,Manchester City,Portero,19,21,0,3,163380399
2233,Fernando Silva,Chelsea,Portero,38,21,0,3,91406879
2234,Carlos Silva,PSG,Delantero,25,20,7,4,149609909
2235,Ricardo Flores,Milan,Delantero,21,10,15,11,132855103
2236,Ricardo Flores,Bayern Munich,Delantero,33,34,14,2,92024746
2237,Juan Diaz,Chelsea,Defensa,33,36,6,4,90350534
2238,Andres Hernandez,Milan,Portero,19,12,0,1,162212488
2239,Javier Lopez,Chelsea,Mediocampista,22,11,7,19,11411501
2240,Luis Perez,Juventus,Portero,30,23,0,0,191004762
2241,Fernando Ramirez,Barcelona,Portero,28,13,0,3,77362913
2242,Andres Lopez,Chelsea,Defensa,29,34,2,7,34593467
2243,Eduardo Ruiz,Arsenal,Defensa,29,37,2,0,119946321
2244,Luis Ruiz,PSG,Portero,24,33,0,0,113031703
2245,Diego Garcia,Manchester City,Delantero,21,18,38,8,148666486
2246,Javier Silva,Chelsea,Defensa,29,18,1,2,117720395
2247,Ricardo Perez,Bayern Munich,Delantero,32,26,38,15,11885851
2248,Eduardo Flores,Milan,Portero,34,10,0,1,41718968
2249,Carlos Garcia,Milan,Mediocampista,29,17,7,18,113357625
2250,Miguel Hernandez,Arsenal,Mediocampista,20,20,3,21,82033764
2251,Andres Ramirez,Real Madrid,Defensa,29,38,1,3,154758996
2252,Carlos Diaz,PSG,Defensa,37,33,7,9,193466544
2253,Juan Garcia,Manchester City,Defensa,38,25,2,4,40672668
2254,Ricardo Perez,Milan,Delantero,29,6,21,18,94743877
2255,Ricardo Hernandez,Barcelona,Portero,36,24,0,0,155802130
2256,Luis Flores,PSG,Portero,37,23,0,0,30148892
2257,Eduardo Garcia,Manchester City,Mediocampista,19,29,0,12,126255895
2258,Fernando Flores,Juventus,Delantero,40,22,15,5,112422878
2259,Andres Ruiz,Arsenal,Delantero,21,36,7,3,102333942
2260,Eduardo Ramirez,Juventus,Portero,28,10,0,2,169449654
2261,Juan Torres,Real Madrid,Delantero,22,26,1,19,74007050
2262,Juan Ruiz,Arsenal,Mediocampista,26,18,3,21,51729190
2263,Diego Diaz,Manchester City,Delantero,22,19,11,6,122494198
2264,Miguel Lopez,Juventus,Defensa,32,16,2,5,128248995
2265,Luis Garcia,Milan,Portero,33,36,0,2,53214661
2266,Andres Ramirez,Chelsea,Delantero,20,29,0,6,44547765
2267,Eduardo Ramirez,Manchester City,Defensa,18,23,2,5,117689360
2268,Andres Ramirez,Milan,Delantero,35,9,32,1,107239308
2269,Ricardo Diaz,PSG,Portero,33,37,0,0,82158750
2270,Miguel Hernandez,Chelsea,Portero,28,7,0,0,147754951
2271,Javier Flores,Liverpool,Mediocampista,26,13,6,0,175579660
2272,Miguel Perez,Manchester City,Defensa,35,28,8,0,6019236
2273,Diego Diaz,Chelsea,Delantero,28,29,17,2,29251817
2274,Juan Flores,Manchester City,Mediocampista,32,11,7,25,48287580
2275,Fernando Lopez,Milan,Delantero,27,24,14,8,159341732
2276,Diego Lopez,Real Madrid,Defensa,26,36,5,9,170726818
2277,Carlos Ruiz,Barcelona,Defensa,34,33,7,9,135163389
2278,Ricardo Flores,Manchester City,Mediocampista,35,18,9,5,77937650
2279,Ricardo Torres,PSG,Portero,27,35,0,0,66956476
2280,Juan Diaz,Real Madrid,Delantero,39,22,32,7,83986229
2281,Juan Ramirez,Liverpool,Portero,22,17,0,1,112764815
2282,Carlos Garcia,Real Madrid,Defensa,37,6,4,0,192933498
2283,Miguel Diaz,Liverpool,Mediocampista,26,22,14,6,174085405
2284,Fernando Garcia,Barcelona,Delantero,35,14,6,14,94233719
2285,Eduardo Hernandez,Milan,Defensa,40,37,8,2,29915562
2286,Andres Torres,PSG,Delantero,22,12,27,4,185011004
2287,Carlos Flores,PSG,Defensa,39,7,4,7,111820427
2288,Fernando Diaz,Juventus,Defensa,37,12,7,1,164773972
2289,Diego Flores,Juventus,Delantero,27,10,36,18,123330675
2290,Diego Diaz,Bayern Munich,Delantero,20,20,33,16,62788493
2291,Juan Ruiz,Bayern Munich,Defensa,20,24,0,4,25890268
2292,Javier Perez,Juventus,Mediocampista,31,12,6,2,100591057
2293,Eduardo Flores,Manchester City,Defensa,40,28,1,4,10691113
2294,Fernando Ruiz,Liverpool,Delantero,20,10,13,3,65342040
2295,Javier Garcia,Bayern Munich,Mediocampista,37,36,3,22,77217866
2296,Diego Perez,PSG,Defensa,37,14,3,6,122138102
2297,Javier Perez,Arsenal,Defensa,34,7,8,3,178401620
2298,Diego Ruiz,Juventus,Portero,37,17,0,2,87810867
2299,Javier Lopez,Bayern Munich,Defensa,26,7,7,0,146675113
2300,Carlos Ramirez,Milan,Defensa,32,36,8,7,78725510
2301,Fernando Hernandez,Bayern Munich,Mediocampista,34,28,10,22,33568377
2302,Carlos Diaz,Milan,Defensa,29,16,5,0,157270274
2303,Fernando Ramirez,PSG,Portero,26,24,0,0,83223985
2304,Luis Flores,Manchester City,Delantero,37,8,27,6,184524638
2305,Fernando Lopez,Barcelona,Defensa,32,10,8,0,181618115
2306,Fernando Ramirez,Real Madrid,Delantero,37,20,11,6,44988959
2307,Juan Garcia,Real Madrid,Portero,26,12,0,1,148514758
2308,Juan Torres,Barcelona,Defensa,29,8,4,6,14861288
2309,Andres Garcia,Bayern Munich,Mediocampista,29,19,10,1,57322332
2310,Javier Silva,Liverpool,Mediocampista,20,20,0,25,178794019
2311,Juan Garcia,PSG,Delantero,32,37,39,9,161707902
2312,Andres Flores,Real Madrid,Portero,32,38,0,2,140175109
2313,Diego Torres,Barcelona,Delantero,37,27,9,9,106405307
2314,Miguel Perez,Juventus,Delantero,26,27,6,8,48194288
2315,Fernando Ruiz,PSG,Delantero,22,38,17,18,71525840
2316,Carlos Garcia,Real Madrid,Portero,38,21,0,0,154308277
2317,Javier Diaz,Chelsea,Delantero,37,14,13,8,196624717
2318,Juan Flores,Juventus,Portero,32,26,0,1,73187247
2319,Ricardo Torres,Bayern Munich,Delantero,19,14,18,0,160892393
2320,Juan Ruiz,Real Madrid,Portero,33,26,0,1,176678790
2321,Javier Torres,Barcelona,Delantero,40,21,1,9,67401360
2322,Eduardo Ramirez,Arsenal,Defensa,24,21,1,9,14634174
2323,Carlos Flores,Real Madrid,Defensa,28,33,0,9,93235855
2324,Javier Ramirez,PSG,Defensa,26,16,0,2,46664264
2325,Ricardo Perez,Bayern Munich,Defensa,29,30,6,1,19878227
2326,Ricardo Ramirez,Real Madrid,Portero,40,10,0,1,64656276
2327,Carlos Hernandez,Arsenal,Defensa,38,9,3,0,34109801
2328,Andres Diaz,Arsenal,Mediocampista,32,13,10,3,44693167
2329,Miguel Garcia,Bayern Munich,Mediocampista,22,9,12,0,1894065
2330,Fernando Ramirez,Bayern Munich,Mediocampista,32,24,9,21,108600064
2331,Andres Ruiz,Bayern Munich,Defensa,34,35,5,6,167424182
2332,Andres Diaz,Chelsea,Mediocampista,39,10,11,0,60666924
2333,Andres Flores,Juventus,Portero,24,6,0,0,75676728
2334,Eduardo Diaz,Bayern Munich,Delantero,24,19,15,18,155996094
2335,Luis Lopez,Chelsea,Defensa,20,9,7,7,169797489
2336,Juan Lopez,Manchester City,Delantero,35,5,4,20,116814414
2337,Javier Ruiz,Liverpool,Mediocampista,32,35,12,19,26076680
2338,Fernando Garcia,Liverpool,Portero,30,12,0,0,69517019
2339,Eduardo Silva,Liverpool,Delantero,28,10,37,12,39090000
2340,Juan Torres,Liverpool,Defensa,25,10,8,9,172351397
2341,Eduardo Perez,Real Madrid,Mediocampista,40,26,2,10,109008660
2342,Andres Hernandez,Juventus,Defensa,30,24,3,1,82968933
2343,Miguel Flores,Bayern Munich,Mediocampista,35,33,2,25,198854078
2344,Luis Flores,Liverpool,Delantero,24,30,28,0,17316643
2345,Miguel Perez,PSG,Defensa,40,11,2,6,8796560
2346,Ricardo Lopez,Chelsea,Portero,20,19,0,0,76906048
2347,Juan Diaz,Liverpool,Delantero,29,26,11,20,169417445
2348,Ricardo Silva,Liverpool,Delantero,20,38,3,16,176664007
2349,Miguel Garcia,Arsenal,Delantero,28,25,2,3,29755973
2350,Diego Diaz,Milan,Defensa,24,28,4,4,122663915
2351,Diego Silva,Liverpool,Portero,24,17,0,2,106676049
2352,Fernando Perez,Juventus,Portero,21,18,0,0,105809674
2353,Javier Perez,PSG,Portero,27,32,0,0,130210298
2354,Diego Lopez,Juventus,Mediocampista,21,38,11,20,28889007
2355,Juan Flores,Manchester City,Portero,25,37,0,0,8678394
2356,Juan Lopez,Bayern Munich,Portero,35,16,0,0,165768446
2357,Javier Garcia,Arsenal,Delantero,20,37,10,13,198439859
2358,Ricardo Hernandez,Milan,Portero,40,13,0,1,161272334
2359,Eduardo Garcia,Arsenal,Mediocampista,32,8,3,4,60255253
2360,Eduardo Garcia,Manchester City,Defensa,26,37,4,4,59416157
2361,Carlos Ramirez,PSG,Mediocampista,34,30,0,12,145455845
2362,Ricardo Perez,Real Madrid,Mediocampista,40,27,8,19,131354608
2363,Juan Torres,Manchester City,Defensa,23,20,7,7,84534122
2364,Carlos Hernandez,Real Madrid,Mediocampista,30,36,2,8,73731630
2365,Fernando Diaz,PSG,Delantero,28,15,38,0,175618161
2366,Javier Lopez,Arsenal,Mediocampista,34,35,7,0,39437918
2367,Miguel Silva,Chelsea,Mediocampista,22,16,10,6,23673032
2368,Eduardo Diaz,Manchester City,Defensa,37,34,8,8,35624436
2369,Luis Silva,Chelsea,Portero,27,33,0,3,140314662
2370,Javier Ruiz,Juventus,Defensa,36,24,0,4,75304956
2371,Juan Ramirez,Chelsea,Defensa,28,31,1,10,108183507
2372,Javier Perez,Milan,Delantero,23,35,37,13,52510558
2373,Miguel Diaz,Milan,Mediocampista,27,23,0,15,124735531
2374,Javier Garcia,Real Madrid,Mediocampista,23,13,1,24,160543144
2375,Miguel Silva,Manchester City,Defensa,26,13,5,7,89480203
2376,Luis Torres,Juventus,Portero,35,11,0,2,181905439
2377,Ricardo Lopez,PSG,Mediocampista,22,28,11,8,168799020
2378,Ricardo Flores,Juventus,Delantero,34,25,1,20,179499902
2379,Diego Hernandez,Liverpool,Portero,19,21,0,0,110166860
2380,Ricardo Perez,Arsenal,Portero,24,33,0,3,129604135
2381,Carlos Flores,Chelsea,Portero,27,38,0,1,11287434
2382,Fernando Ruiz,Real Madrid,Portero,38,33,0,3,89722877
2383,Miguel Torres,Barcelona,Mediocampista,19,34,2,3,118852772
2384,Eduardo Torres,Bayern Munich,Defensa,27,27,6,0,145839221
2385,Luis Perez,Bayern Munich,Defensa,34,19,1,6,150955507
2386,Ricardo Ruiz,Barcelona,Delantero,24,11,6,2,81735775
2387,Andres Garcia,Bayern Munich,Portero,31,24,0,1,22563976
2388,Fernando Silva,Manchester City,Defensa,30,22,7,4,157453480
2389,Juan Ramirez,Manchester City,Mediocampista,39,19,15,4,111191604
2390,Diego Torres,PSG,Mediocampista,19,38,4,6,129742931
2391,Ricardo Lopez,Juventus,Portero,25,9,0,0,133072840
2392,Javier Ruiz,Arsenal,Defensa,18,7,4,10,113572624
2393,Eduardo Ramirez,Arsenal,Defensa,29,27,6,9,140640980
2394,Javier Silva,Chelsea,Portero,30,7,0,1,45728361
2395,Fernando Garcia,Liverpool,Mediocampista,35,6,0,0,124065864
2396,Carlos Silva,Arsenal,Mediocampista,35,14,7,5,179402354
2397,Eduardo Garcia,PSG,Delantero,20,9,33,19,90988068
2398,Javier Ruiz,Juventus,Mediocampista,19,19,12,14,68921847
2399,Eduardo Lopez,Milan,Defensa,20,33,2,5,186856417
2400,Carlos Perez,Chelsea,Delantero,24,18,0,2,146244626
2401,Javier Ramirez,PSG,Mediocampista,28,8,15,2,48877196
2402,Eduardo Lopez,Real Madrid,Portero,25,37,0,3,31741100
2403,Eduardo Torres,Bayern Munich,Delantero,26,6,29,15,175362088
2404,Miguel Perez,Manchester City,Portero,29,9,0,3,108040097
2405,Diego Hernandez,Juventus,Delantero,26,36,7,16,19129338
2406,Javier Silva,Juventus,Mediocampista,32,10,8,20,152535456
2407,Eduardo Flores,PSG,Portero,34,22,0,0,21642933
2408,Javier Ruiz,Manchester City,Delantero,18,12,32,14,9463644
2409,Diego Lopez,Milan,Portero,30,26,0,1,111901023
2410,Andres Lopez,Chelsea,Defensa,29,24,8,1,50890827
2411,Juan Garcia,Bayern Munich,Defensa,28,8,7,3,92209330
2412,Eduardo Perez,PSG,Defensa,20,29,4,7,146352239
2413,Juan Ramirez,Chelsea,Defensa,26,10,8,10,183224662
2414,Miguel Ramirez,PSG,Portero,20,7,0,2,84445986
2415,Eduardo Perez,Juventus,Defensa,25,15,0,0,88806345
2416,Andres Lopez,PSG,Defensa,25,16,0,2,136713004
2417,Ricardo Torres,Liverpool,Delantero,24,29,14,19,116076526
2418,Diego Hernandez,Manchester City,Portero,19,18,0,3,71525766
2419,Carlos Hernandez,Milan,Defensa,28,34,5,9,36239360
2420,Carlos Perez,Milan,Portero,35,34,0,1,74052950
2421,Ricardo Perez,Milan,Mediocampista,31,32,7,25,164287532
2422,Eduardo Lopez,Juventus,Portero,27,18,0,3,63262117
2423,Fernando Lopez,Milan,Mediocampista,26,26,8,24,57777409
2424,Luis Lopez,Real Madrid,Mediocampista,20,23,10,5,119514762
2425,Fernando Flores,Chelsea,Delantero,28,21,25,15,9774563
2426,Andres Garcia,Liverpool,Portero,25,18,0,2,77892489
2427,Miguel Silva,Real Madrid,Mediocampista,33,13,4,5,190846721
2428,Andres Lopez,Chelsea,Delantero,33,8,2,14,186674878
2429,Javier Lopez,Barcelona,Delantero,19,22,9,10,186271519
2430,Javier Silva,Manchester City,Portero,26,20,0,0,188160416
2431,Ricardo Diaz,Milan,Mediocampista,30,17,8,13,186138201
2432,Ricardo Perez,Bayern Munich,Portero,21,20,0,2,83695864
2433,Miguel Perez,Milan,Portero,35,20,0,3,74433056
2434,Miguel Diaz,Arsenal,Delantero,25,32,5,10,189582998
2435,Andres Flores,Juventus,Mediocampista,27,20,0,4,10821184
2436,Diego Ramirez,Milan,Portero,20,16,0,0,146816968
2437,Javier Perez,Juventus,Portero,34,6,0,2,198031959
